,yearstart,locationabbr,locationdesc,topic,question,datavalueunit,datavaluetype,datavalue,datavaluefootnote,stratificationcategory1,stratification1,geolocation
35895,2019,FL,Florida,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,15.7,,Sex,Male,POINT (-81.92896053899966 28.932040377000476)
35942,2019,GU,Guam,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,36.7,,Sex,Male,POINT (144.793731 13.444304)
35957,2019,DC,District of Columbia,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,27.0,,Sex,Male,POINT (-77.036871 38.907192)
36028,2019,CA,California,Arthritis,Arthritis among adults,%,Crude Prevalence,15.5,,Sex,Male,POINT (-120.99999953799971 37.63864012300047)
36090,2019,FL,Florida,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,34.0,,Sex,Male,POINT (-81.92896053899966 28.932040377000476)
36099,2019,DC,District of Columbia,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,22.3,,Sex,Female,POINT (-77.036871 38.907192)
36149,2019,DC,District of Columbia,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.1,,Sex,Male,POINT (-77.036871 38.907192)
36182,2019,CT,Connecticut,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,12.9,,Sex,Female,POINT (-72.64984095199964 41.56266102000046)
36183,2019,AR,Arkansas,Lung Disease,Current electronic vapor product use among high school students,%,Crude Prevalence,20.6,,Sex,Female,POINT (-92.27449074299966 34.74865012400045)
36204,2019,GA,Georgia,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,39.3,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
36206,2019,CT,Connecticut,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,38.8,,Sex,Female,POINT (-72.64984095199964 41.56266102000046)
36231,2019,FL,Florida,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,11.8,,Sex,Female,POINT (-81.92896053899966 28.932040377000476)
36232,2019,FL,Florida,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,41.6,,Sex,Female,POINT (-81.92896053899966 28.932040377000476)
36236,2019,CA,California,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.9,,Sex,Male,POINT (-120.99999953799971 37.63864012300047)
36262,2019,GA,Georgia,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,35.8,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
36278,2019,GU,Guam,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,55.5,,Sex,Male,POINT (144.793731 13.444304)
36291,2019,DC,District of Columbia,Asthma,Current asthma among adults,%,Crude Prevalence,9.9,,Sex,Male,POINT (-77.036871 38.907192)
36370,2019,CO,Colorado,Diabetes,Diabetes among adults,%,Crude Prevalence,6.9,,Sex,Female,POINT (-106.13361092099967 38.843840757000464)
36396,2019,GA,Georgia,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,28.1,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
36403,2019,GA,Georgia,Disability,Adults with any disability,%,Crude Prevalence,29.9,,Sex,Female,POINT (-83.62758034599966 32.83968109300048)
36415,2019,DE,Delaware,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,36.8,,Sex,Male,POINT (-75.57774116799965 39.008830667000495)
36435,2019,FL,Florida,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,16.1,,Sex,Female,POINT (-81.92896053899966 28.932040377000476)
36451,2019,HI,Hawaii,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,61.9,,Sex,Male,POINT (-157.85774940299973 21.304850435000446)
36458,2019,CT,Connecticut,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,24.9,,Sex,Male,POINT (-72.64984095199964 41.56266102000046)
36467,2019,CA,California,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,17.7,,Sex,Male,POINT (-120.99999953799971 37.63864012300047)
36495,2019,GU,Guam,Mental Health,Depression among adults,%,Crude Prevalence,9.5,,Sex,Female,POINT (144.793731 13.444304)
36512,2019,CO,Colorado,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,74.1,,Sex,Female,POINT (-106.13361092099967 38.843840757000464)
36630,2019,DE,Delaware,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.4,,Sex,Female,POINT (-75.57774116799965 39.008830667000495)
36663,2019,CA,California,Asthma,Current asthma among adults,%,Crude Prevalence,10.3,,Sex,Female,POINT (-120.99999953799971 37.63864012300047)
36765,2019,DC,District of Columbia,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,29.2,,Sex,Male,POINT (-77.036871 38.907192)
36780,2019,DC,District of Columbia,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,9.1,,Sex,Male,POINT (-77.036871 38.907192)
36796,2019,GA,Georgia,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,35.6,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
36826,2019,FL,Florida,Asthma,Current asthma among adults,%,Crude Prevalence,5.0,,Sex,Male,POINT (-81.92896053899966 28.932040377000476)
36841,2019,GU,Guam,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,42.9,,Sex,Female,POINT (144.793731 13.444304)
36843,2019,GA,Georgia,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,11.8,,Sex,Female,POINT (-83.62758034599966 32.83968109300048)
36922,2019,DC,District of Columbia,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,16.0,,Sex,Male,POINT (-77.036871 38.907192)
36929,2019,HI,Hawaii,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,28.5,,Sex,Female,POINT (-157.85774940299973 21.304850435000446)
36946,2019,DC,District of Columbia,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,16.1,,Sex,Female,POINT (-77.036871 38.907192)
36955,2019,FL,Florida,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,32.9,,Sex,Female,POINT (-81.92896053899966 28.932040377000476)
36967,2019,CT,Connecticut,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,19.6,,Sex,Male,POINT (-72.64984095199964 41.56266102000046)
37012,2019,CO,Colorado,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,28.1,,Sex,Male,POINT (-106.13361092099967 38.843840757000464)
37048,2019,GA,Georgia,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,72.8,,Sex,Female,POINT (-83.62758034599966 32.83968109300048)
37091,2019,CO,Colorado,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,14.1,,Sex,Female,POINT (-106.13361092099967 38.843840757000464)
37113,2019,DE,Delaware,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,39.1,,Sex,Male,POINT (-75.57774116799965 39.008830667000495)
37127,2019,GU,Guam,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,19.4,,Sex,Female,POINT (144.793731 13.444304)
37152,2019,HI,Hawaii,Alcohol,Alcohol use among high school students,%,Crude Prevalence,16.2,,Sex,Male,POINT (-157.85774940299973 21.304850435000446)
37252,2019,DC,District of Columbia,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,27.8,,Sex,Male,POINT (-77.036871 38.907192)
37419,2019,CO,Colorado,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,22.0,,Sex,Male,POINT (-106.13361092099967 38.843840757000464)
37452,2019,CA,California,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,28.0,,Sex,Female,POINT (-120.99999953799971 37.63864012300047)
37486,2019,DE,Delaware,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,73.1,,Sex,Male,POINT (-75.57774116799965 39.008830667000495)
37505,2019,DE,Delaware,Arthritis,Severe joint pain among adults with arthritis,%,Crude Prevalence,27.6,,Sex,Male,POINT (-75.57774116799965 39.008830667000495)
37529,2019,CT,Connecticut,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,28.9,,Sex,Female,POINT (-72.64984095199964 41.56266102000046)
37531,2019,DE,Delaware,Lung Disease,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,56.7,,Sex,Female,POINT (-75.57774116799965 39.008830667000495)
37552,2019,GU,Guam,Arthritis,Arthritis among adults,%,Crude Prevalence,16.6,,Sex,Male,POINT (144.793731 13.444304)
37561,2019,GA,Georgia,Asthma,Current asthma among adults,%,Crude Prevalence,5.5,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
37602,2019,DE,Delaware,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,37.4,,Sex,Female,POINT (-75.57774116799965 39.008830667000495)
37632,2019,GA,Georgia,Arthritis,Arthritis among adults,%,Crude Prevalence,20.6,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
37653,2019,FL,Florida,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,11.4,,Sex,Male,POINT (-81.92896053899966 28.932040377000476)
37704,2019,CT,Connecticut,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,10.3,,Sex,Male,POINT (-72.64984095199964 41.56266102000046)
37709,2019,GA,Georgia,Mental Health,Depression among adults,%,Crude Prevalence,12.3,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
37710,2019,CO,Colorado,Arthritis,Arthritis among adults,%,Crude Prevalence,19.1,,Sex,Male,POINT (-106.13361092099967 38.843840757000464)
37718,2019,CO,Colorado,Alcohol,Alcohol use among high school students,%,Crude Prevalence,28.2,,Sex,Male,POINT (-106.13361092099967 38.843840757000464)
37760,2019,CT,Connecticut,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,35.1,,Sex,Male,POINT (-72.64984095199964 41.56266102000046)
37765,2019,GU,Guam,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,28.0,,Sex,Female,POINT (144.793731 13.444304)
37809,2019,GU,Guam,Diabetes,Diabetes among adults,%,Crude Prevalence,10.1,,Sex,Female,POINT (144.793731 13.444304)
37814,2019,DC,District of Columbia,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,6.8,,Sex,Male,POINT (-77.036871 38.907192)
37845,2019,FL,Florida,Arthritis,Severe joint pain among adults with arthritis,%,Crude Prevalence,33.3,,Sex,Male,POINT (-81.92896053899966 28.932040377000476)
37854,2019,CT,Connecticut,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,14.4,,Sex,Female,POINT (-72.64984095199964 41.56266102000046)
37872,2019,GU,Guam,Alcohol,Alcohol use among high school students,%,Crude Prevalence,28.4,,Sex,Male,POINT (144.793731 13.444304)
37873,2019,GA,Georgia,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,18.9,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
37923,2019,CT,Connecticut,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,11.5,,Sex,Male,POINT (-72.64984095199964 41.56266102000046)
37935,2019,GA,Georgia,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,2.0,,Sex,Female,POINT (-83.62758034599966 32.83968109300048)
38015,2019,CO,Colorado,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.1,,Sex,Female,POINT (-106.13361092099967 38.843840757000464)
38088,2019,AR,Arkansas,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,21.7,,Sex,Male,POINT (-92.27449074299966 34.74865012400045)
38103,2019,CO,Colorado,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,17.9,,Sex,Female,POINT (-106.13361092099967 38.843840757000464)
38107,2019,CT,Connecticut,Arthritis,Arthritis among adults,%,Crude Prevalence,19.5,,Sex,Male,POINT (-72.64984095199964 41.56266102000046)
38295,2019,GA,Georgia,Lung Disease,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,62.0,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
38324,2019,CT,Connecticut,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,34.8,,Sex,Female,POINT (-72.64984095199964 41.56266102000046)
38373,2019,GU,Guam,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,8.6,,Sex,Female,POINT (144.793731 13.444304)
38374,2019,GU,Guam,Lung Disease,Current electronic vapor product use among high school students,%,Crude Prevalence,31.2,,Sex,Female,POINT (144.793731 13.444304)
38404,2019,DE,Delaware,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,38.8,,Sex,Female,POINT (-75.57774116799965 39.008830667000495)
38406,2019,GA,Georgia,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,14.2,,Sex,Male,POINT (-83.62758034599966 32.83968109300048)
38474,2019,CT,Connecticut,Disability,Adults with any disability,%,Crude Prevalence,21.9,,Sex,Male,POINT (-72.64984095199964 41.56266102000046)
38537,2019,GA,Georgia,Alcohol,Alcohol use among high school students,%,Crude Prevalence,18.2,,Sex,Female,POINT (-83.62758034599966 32.83968109300048)
38579,2019,CT,Connecticut,Diabetes,Diabetes among adults,%,Crude Prevalence,8.8,,Sex,Female,POINT (-72.64984095199964 41.56266102000046)
38612,2019,DC,District of Columbia,Lung Disease,Current electronic vapor product use among high school students,%,Crude Prevalence,11.2,,Sex,Female,POINT (-77.036871 38.907192)
38689,2019,GU,Guam,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,31.0,,Sex,Male,POINT (144.793731 13.444304)
38708,2019,HI,Hawaii,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,38.1,,Sex,Male,POINT (-157.85774940299973 21.304850435000446)
38725,2019,FL,Florida,Diabetes,Diabetes among adults,%,Crude Prevalence,12.7,,Sex,Male,POINT (-81.92896053899966 28.932040377000476)
38742,2019,CA,California,Disability,Adults with any disability,%,Crude Prevalence,25.2,,Sex,Female,POINT (-120.99999953799971 37.63864012300047)
38791,2019,CA,California,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,13.2,,Sex,Female,POINT (-120.99999953799971 37.63864012300047)
38803,2019,GU,Guam,Asthma,Current asthma among adults,%,Crude Prevalence,3.2,,Sex,Male,POINT (144.793731 13.444304)
38826,2019,CO,Colorado,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,27.5,,Sex,Male,POINT (-106.13361092099967 38.843840757000464)
38833,2019,GU,Guam,Asthma,Current asthma among adults,%,Crude Prevalence,8.0,,Sex,Female,POINT (144.793731 13.444304)
38865,2019,CT,Connecticut,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,10.6,,Sex,Female,POINT (-72.64984095199964 41.56266102000046)
38869,2019,DE,Delaware,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,17.9,,Sex,Female,POINT (-75.57774116799965 39.008830667000495)
38878,2019,DC,District of Columbia,Diabetes,Diabetes among adults,%,Crude Prevalence,8.9,,Sex,Female,POINT (-77.036871 38.907192)
38921,2019,FL,Florida,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,34.4,,Sex,Female,POINT (-81.92896053899966 28.932040377000476)
